Edge_Source,Edge_Target,Edge_Type,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,pmid,exposure,outcome,direction,significance,effect_measure,value,ci_lower,ci_upper,exposure_umls_name,exposure_umls_id,exposure_tui,exposure_source,outcome_umls_name,outcome_umls_id,outcome_tui,outcome_source,study_design,number_of_participants,original,base_concept,exposure_direction
Hyperglycemia And Hyperosmolar Hyperglycemic State,Activities Of Daily Living Limitation,Peer Interaction,114680,114680,114680,114680,24779559,hearing impairment,physical disability in activities of daily living,increase,positive,OR,1.4,1.1,1.9,hearing impairment,C1384666,T047,cohort_kg,Disability affecting daily living,C1446368,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Hyperglycemia And Hyperosmolar Hyperglycemic State,Activities Of Daily Living Limitation,Peer Interaction,114681,114681,114681,114681,24779559,hearing impairment,physical disability in instrumental activities of daily living,increase,positive,OR,1.6,1.2,2.2,hearing impairment,C1384666,T047,cohort_kg,Impairment of activities of daily living,C4476938,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Hyperglycemia And Hyperosmolar Hyperglycemic State,Activities Of Daily Living Limitation,Peer Interaction,114683,114683,114683,114683,24779559,hearing impairment,physical disability in lower extremity mobility,increase,positive,OR,1.4,1.1,1.7,hearing impairment,C1384666,T047,cohort_kg,Mobility Limitation,C1565249,T184,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Hyperglycemia And Hyperosmolar Hyperglycemic State,Activities Of Daily Living Limitation,Peer Interaction,114686,114686,114686,114686,24779559,hearing impairment,walking limitation,increase,positive,OR,1.6,1.3,2.0,hearing impairment,C1384666,T047,cohort_kg,Limited Walking Ability,C2674459,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Hyperglycemia And Hyperosmolar Hyperglycemic State,Dementia,Peer Interaction,87296,87296,87296,87296,27611845,hearing impairment,cognitive impairment,increase,positive,HR,1.9,1.11,3.26,hearing impairment,C1384666,T047,cohort_kg,Impaired cognition,C0338656,T048,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Hyperglycemia And Hyperosmolar Hyperglycemic State,Dementia,Peer Interaction,96252,96252,96252,96252,33734430,hearing impairment,all-cause dementia,increase,positive,HR,1.16,1.04,1.3,hearing impairment,C1384666,T047,cohort_kg,Dementia,C0497327,T048,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Hyperglycemia And Hyperosmolar Hyperglycemic State,Frailty And Physical Functional Status,Peer Interaction,88328,88328,88328,88328,27991672,hearing impairment,frailty,increase,positive,OR,1.66,1.37,2.01,hearing impairment,C1384666,T047,cohort_kg,Frailty,C0424594,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Hyperglycemia And Hyperosmolar Hyperglycemic State,Frailty And Physical Functional Status,Peer Interaction,88329,88329,88329,88329,27991672,hearing impairment,prefrailty and frailty,increase,positive,OR,1.43,1.05,1.95,hearing impairment,C1384666,T047,cohort_kg,Frailty Syndrome,C4505081,T046,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Hyperglycemia And Hyperosmolar Hyperglycemic State,Frailty And Physical Functional Status,Peer Interaction,103677,103677,103677,103677,36504135,hearing impairment,frailty,increase,positive,HR,1.31,1.12,1.74,hearing impairment,C1384666,T047,cohort_kg,Frailty,C0424594,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Hyperglycemia And Hyperosmolar Hyperglycemic State,Employment Status And Work Disability,Peer Interaction,114685,114685,114685,114685,24779559,hearing impairment,work limitation,increase,positive,OR,1.4,1.0,1.9,hearing impairment,C1384666,T047,cohort_kg,I am limited in my work,C5212838,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Hyperglycemia And Hyperosmolar Hyperglycemic State,Employment Status And Work Disability,Peer Interaction,114688,114688,114688,114688,24779559,hearing impairment,limitations in amount or type of work done,not found,negative,OR,1.2,1.0,1.6,hearing impairment,C1384666,T047,cohort_kg,I am limited in doing my work (include work at home),C4034816,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Hyperglycemia And Hyperosmolar Hyperglycemic State,Dementia Including Alzheimer Disease,Peer Interaction,96252,96252,96252,96252,33734430,hearing impairment,all-cause dementia,increase,positive,HR,1.16,1.04,1.3,hearing impairment,C1384666,T047,cohort_kg,Dementia,C0497327,T048,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Hyperglycemia And Hyperosmolar Hyperglycemic State,Frailty And Functional Status,Peer Interaction,88328,88328,88328,88328,27991672,hearing impairment,frailty,increase,positive,OR,1.66,1.37,2.01,hearing impairment,C1384666,T047,cohort_kg,Frailty,C0424594,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Hyperglycemia And Hyperosmolar Hyperglycemic State,Frailty And Functional Status,Peer Interaction,88329,88329,88329,88329,27991672,hearing impairment,prefrailty and frailty,increase,positive,OR,1.43,1.05,1.95,hearing impairment,C1384666,T047,cohort_kg,Frailty Syndrome,C4505081,T046,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Hyperglycemia And Hyperosmolar Hyperglycemic State,Frailty And Functional Status,Peer Interaction,103677,103677,103677,103677,36504135,hearing impairment,frailty,increase,positive,HR,1.31,1.12,1.74,hearing impairment,C1384666,T047,cohort_kg,Frailty,C0424594,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Hyperglycemia And Hyperosmolar Hyperglycemic State,Functional Limitation,Peer Interaction,114680,114680,114680,114680,24779559,hearing impairment,physical disability in activities of daily living,increase,positive,OR,1.4,1.1,1.9,hearing impairment,C1384666,T047,cohort_kg,Disability affecting daily living,C1446368,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Hyperglycemia And Hyperosmolar Hyperglycemic State,Functional Limitation,Peer Interaction,114681,114681,114681,114681,24779559,hearing impairment,physical disability in instrumental activities of daily living,increase,positive,OR,1.6,1.2,2.2,hearing impairment,C1384666,T047,cohort_kg,Impairment of activities of daily living,C4476938,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Hyperglycemia And Hyperosmolar Hyperglycemic State,Functional Limitation,Peer Interaction,114683,114683,114683,114683,24779559,hearing impairment,physical disability in lower extremity mobility,increase,positive,OR,1.4,1.1,1.7,hearing impairment,C1384666,T047,cohort_kg,Mobility Limitation,C1565249,T184,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Hyperglycemia And Hyperosmolar Hyperglycemic State,Functional Limitation,Peer Interaction,114684,114684,114684,114684,24779559,hearing impairment,physical disability in general physical activities,increase,positive,OR,1.3,1.1,1.6,hearing impairment,C1384666,T047,cohort_kg,Physical disability,C0520817,T046,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Hyperglycemia And Hyperosmolar Hyperglycemic State,Functional Limitation,Peer Interaction,114686,114686,114686,114686,24779559,hearing impairment,walking limitation,increase,positive,OR,1.6,1.3,2.0,hearing impairment,C1384666,T047,cohort_kg,Limited Walking Ability,C2674459,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Hyperglycemia And Hyperosmolar Hyperglycemic State,Employment And Work Disability,Peer Interaction,114685,114685,114685,114685,24779559,hearing impairment,work limitation,increase,positive,OR,1.4,1.0,1.9,hearing impairment,C1384666,T047,cohort_kg,I am limited in my work,C5212838,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Hyperglycemia And Hyperosmolar Hyperglycemic State,Employment And Work Disability,Peer Interaction,114688,114688,114688,114688,24779559,hearing impairment,limitations in amount or type of work done,not found,negative,OR,1.2,1.0,1.6,hearing impairment,C1384666,T047,cohort_kg,I am limited in doing my work (include work at home),C4034816,T033,cohort_kg,OS,1,hearing impairment,hearing impairment,increased
Antineoplastic And Immunotherapy Treatments,Diabetes Mellitus,Peer Interaction,1358,1358,1358,1358,39913634,alirocumab,new-onset type 2 diabetes,not found,negative,OR,0.998,0.86,1.158,alirocumab,C3491162,"T116, T121, T129",api,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,T047,scispacy,RCT,1,alirocumab,alirocumab,increased
Antineoplastic And Immunotherapy Treatments,Heart Failure,Peer Interaction,7081,7081,7081,7081,33332779,tocilizumab,clinical failure,decrease,positive,HR,0.55,0.33,0.93,tocilizumab,C1609165,"T116, T121, T129",api,Clinical Failure,C3640841,T033,api,RCT,1,tocilizumab,tocilizumab,increased
Antineoplastic And Immunotherapy Treatments,Heart Failure,Peer Interaction,21580,21580,21580,21580,22578446,bevacizumab,arteriothrombotic event or heart failure,decrease,positive,OR,0.23,0.05,1.07,bevacizumab,C0796392,"T116, T121, T129",api,Heart failure,C0018801,T047,scispacy,RCT,1,bevacizumab,bevacizumab,increased
Antineoplastic And Immunotherapy Treatments,Stroke Or Transient Ischemic Attack,Peer Interaction,7383,7383,7383,7383,34537830,evolocumab,cerebrovascular events,decrease,positive,HR,0.77,0.65,0.92,evolocumab,C3529352,"T116, T121, T129",api,Transient cerebrovascular events,C0852396,T047,api,RCT,1,evolocumab,evolocumab,increased
Antineoplastic And Immunotherapy Treatments,Stroke Or Transient Ischemic Attack,Peer Interaction,8896,8896,8896,8896,31707849,evolocumab,major vascular events,decrease,positive,HR,0.85,0.79,0.92,evolocumab,C3529352,"T116, T121, T129",api,Cerebrovascular accident,C0038454,T047,scispacy,RCT,1,evolocumab,evolocumab,increased
Antineoplastic And Immunotherapy Treatments,Stroke Or Transient Ischemic Attack,Peer Interaction,8898,8898,8898,8898,31707849,evolocumab,major vascular events,decrease,positive,HR,0.85,0.79,0.92,evolocumab,C3529352,"T116, T121, T129",api,Cerebrovascular accident,C0038454,T047,scispacy,RCT,1,evolocumab,evolocumab,increased
Antineoplastic And Immunotherapy Treatments,Stroke Or Transient Ischemic Attack,Peer Interaction,10102,10102,10102,10102,31196453,evolocumab,"cardiovascular death, myocardial infarction, or stroke",decrease,positive,HR,0.82,0.71,0.94,evolocumab,C3529352,"T116, T121, T129",api,Cerebrovascular accident,C0038454,T047,scispacy,RCT,1,evolocumab,evolocumab,increased
Antineoplastic And Immunotherapy Treatments,Stroke Or Transient Ischemic Attack,Peer Interaction,10103,10103,10103,10103,31196453,evolocumab,"cardiovascular death, myocardial infarction, or stroke",decrease,positive,HR,0.85,0.77,0.94,evolocumab,C3529352,"T116, T121, T129",api,Cerebrovascular accident,C0038454,T047,scispacy,RCT,1,evolocumab,evolocumab,increased
Antineoplastic And Immunotherapy Treatments,Stroke Or Transient Ischemic Attack,Peer Interaction,10104,10104,10104,10104,31196453,evolocumab,"cardiovascular death, myocardial infarction, or stroke",not found,negative,HR,0.89,0.76,1.05,evolocumab,C3529352,"T116, T121, T129",api,Cerebrovascular accident,C0038454,T047,scispacy,RCT,1,evolocumab,evolocumab,increased
Antineoplastic And Immunotherapy Treatments,Stroke Or Transient Ischemic Attack,Peer Interaction,10636,10636,10636,10636,31707788,alirocumab,ischemic stroke,decrease,positive,HR,0.73,0.57,0.93,alirocumab,C3491162,"T116, T121, T129",api,Ischemic stroke,C0948008,T047,api,RCT,1,alirocumab,alirocumab,increased
Antineoplastic And Immunotherapy Treatments,Stroke Or Transient Ischemic Attack,Peer Interaction,10649,10649,10649,10649,31707788,alirocumab,hemorrhagic stroke,not found,negative,HR,0.83,0.42,1.65,alirocumab,C3491162,"T116, T121, T129",api,Hemorrhagic Stroke,C5234922,T047,api,RCT,1,alirocumab,alirocumab,increased
Antineoplastic And Immunotherapy Treatments,Stroke Or Transient Ischemic Attack,Peer Interaction,12369,12369,12369,12369,29626068,evolocumab,major vascular events,decrease,positive,HR,0.8,0.71,0.91,evolocumab,C3529352,"T116, T121, T129",api,Cerebrovascular accident,C0038454,T047,scispacy,RCT,1,evolocumab,evolocumab,increased
Antineoplastic And Immunotherapy Treatments,Stroke Or Transient Ischemic Attack,Peer Interaction,12370,12370,12370,12370,29626068,evolocumab,major vascular events,decrease,positive,HR,0.82,0.72,0.93,evolocumab,C3529352,"T116, T121, T129",api,Cerebrovascular accident,C0038454,T047,scispacy,RCT,1,evolocumab,evolocumab,increased
Antineoplastic And Immunotherapy Treatments,Stroke Or Transient Ischemic Attack,Peer Interaction,12371,12371,12371,12371,29626068,evolocumab,major vascular events,decrease,positive,HR,0.79,0.69,0.91,evolocumab,C3529352,"T116, T121, T129",api,Cerebrovascular accident,C0038454,T047,scispacy,RCT,1,evolocumab,evolocumab,increased
Antineoplastic And Immunotherapy Treatments,Stroke Or Transient Ischemic Attack,Peer Interaction,12372,12372,12372,12372,29626068,evolocumab,major vascular events,not found,negative,HR,0.95,0.85,1.05,evolocumab,C3529352,"T116, T121, T129",api,Cerebrovascular accident,C0038454,T047,scispacy,RCT,1,evolocumab,evolocumab,increased
Antineoplastic And Immunotherapy Treatments,Stroke Or Transient Ischemic Attack,Peer Interaction,12373,12373,12373,12373,29626068,evolocumab,major vascular events,not found,negative,HR,0.92,0.84,1.02,evolocumab,C3529352,"T116, T121, T129",api,Cerebrovascular accident,C0038454,T047,scispacy,RCT,1,evolocumab,evolocumab,increased
Antineoplastic And Immunotherapy Treatments,Stroke Or Transient Ischemic Attack,Peer Interaction,12374,12374,12374,12374,29626068,evolocumab,major vascular events,not found,negative,HR,0.93,0.85,1.02,evolocumab,C3529352,"T116, T121, T129",api,Cerebrovascular accident,C0038454,T047,scispacy,RCT,1,evolocumab,evolocumab,increased
Antineoplastic And Immunotherapy Treatments,Stroke Or Transient Ischemic Attack,Peer Interaction,124840,124840,124840,124840,32781110,bevacizumab,acute cerebrovascular disease,not found,negative,HR,1.04,0.78,1.38,bevacizumab,C0796392,T116|T121|T129,cohort_kg,Acute cerebrovascular disease,C0810006,T047,cohort_kg,OS,1,bevacizumab,bevacizumab,increased
Antineoplastic And Immunotherapy Treatments,Arteritis And Arteriosclerosis Disorders,Peer Interaction,11282,11282,11282,11282,30403574,alirocumab,"composite of death from coronary heart disease, nonfatal myocardial infarction, fatal or nonfatal ischemic stroke, or unstable angina requiring hospitalization",decrease,positive,HR,0.85,0.78,0.93,alirocumab,C3491162,"T116, T121, T129",api,Coronary Arteriosclerosis,C0010054,T047,scispacy,RCT,1,alirocumab,alirocumab,increased
Antineoplastic And Immunotherapy Treatments,Coronary Stent Status And Complications,Peer Interaction,8901,8901,8901,8901,31707849,evolocumab,major coronary events,decrease,positive,HR,0.85,0.79,0.92,evolocumab,C3529352,"T116, T121, T129",api,Coronary artery stent (device),C0687568,T074,scispacy,RCT,1,evolocumab,evolocumab,increased
Antineoplastic And Immunotherapy Treatments,Coronary Stent Status And Complications,Peer Interaction,8902,8902,8902,8902,31707849,evolocumab,major coronary events,decrease,positive,HR,0.85,0.79,0.92,evolocumab,C3529352,"T116, T121, T129",api,Coronary artery stent (device),C0687568,T074,scispacy,RCT,1,evolocumab,evolocumab,increased
Antineoplastic And Immunotherapy Treatments,Coronary Artery Disease,Peer Interaction,9436,9436,9436,9436,31121022,alirocumab,myocardial infarction,decrease,positive,HR,0.85,0.77,0.95,alirocumab,C3491162,"T116, T121, T129",api,Myocardial Infarction,C0027051,T047,api,RCT,1,alirocumab,alirocumab,increased
Antineoplastic And Immunotherapy Treatments,Coronary Artery Disease,Peer Interaction,11282,11282,11282,11282,30403574,alirocumab,"composite of death from coronary heart disease, nonfatal myocardial infarction, fatal or nonfatal ischemic stroke, or unstable angina requiring hospitalization",decrease,positive,HR,0.85,0.78,0.93,alirocumab,C3491162,"T116, T121, T129",api,Coronary Arteriosclerosis,C0010054,T047,scispacy,RCT,1,alirocumab,alirocumab,increased
Antineoplastic And Immunotherapy Treatments,Coronary Artery Disease,Peer Interaction,31749,31749,31749,31749,12021219,abciximab,myocardial infarction,decrease,positive,RR,0.68,0.53,0.87,abciximab,C0288672,"T116, T121, T129",api,Myocardial Infarction,C0027051,T047,api,RCT,1,abciximab,abciximab,increased
Antineoplastic And Immunotherapy Treatments,Coronary Artery Disease,Peer Interaction,33469,33469,33469,33469,10341274,abciximab,myocardial infarction,decrease,positive,OR,0.23,0.12,0.49,abciximab,C0288672,"T116, T121, T129",api,Myocardial Infarction,C0027051,T047,api,RCT,1,abciximab,abciximab,increased
Antineoplastic And Immunotherapy Treatments,Coronary Artery Disease,Peer Interaction,33726,33726,33726,33726,10636365,abciximab,death or large myocardial infarction,decrease,positive,HR,0.46,0.32,0.67,abciximab,C0288672,"T116, T121, T129",api,Myocardial Infarction,C0027051,T047,scispacy,RCT,1,abciximab,abciximab,increased
Antineoplastic And Immunotherapy Treatments,Coronary Artery Disease,Peer Interaction,34349,34349,34349,34349,9164316,abciximab,myocardial infarction,decrease,positive,RR,0.29,0.1,0.84,abciximab,C0288672,"T116, T121, T129",api,Myocardial Infarction,C0027051,T047,api,RCT,1,abciximab,abciximab,increased
Antineoplastic And Immunotherapy Treatments,Coronary Artery Disease,Peer Interaction,34350,34350,34350,34350,9164316,abciximab,myocardial infarction,decrease,positive,RR,0.47,0.26,0.84,abciximab,C0288672,"T116, T121, T129",api,Myocardial Infarction,C0027051,T047,api,RCT,1,abciximab,abciximab,increased
Antineoplastic And Immunotherapy Treatments,Malignant Neoplasm With Metastasis,Peer Interaction,89013,89013,89013,89013,28193515,infliximab,malignancy,not found,negative,SIR,1.69,0.46,4.32,infliximab,C0666743,T116|T121|T129,cohort_kg,malignant disease,C0442867,T047,cohort_kg,OS,1,infliximab,infliximab,increased
Antineoplastic And Immunotherapy Treatments,Gastrointestinal Diseases,Peer Interaction,19044,19044,19044,19044,24637999,bevacizumab,GI adverse events,increase,positive,OR,2.15,1.05,4.4,bevacizumab,C0796392,"T116, T121, T129",api,gastroenterology (field),C0017163,T091,scispacy,RCT,1,bevacizumab,bevacizumab,increased
Antineoplastic And Immunotherapy Treatments,Clinical Monitoring And Surveillance,Peer Interaction,7043,7043,7043,7043,33472855,tocilizumab,clinical status,not found,negative,OR,1.54,0.66,3.66,tocilizumab,C1609165,"T116, T121, T129",api,Clinical status,C0449440,T201,api,RCT,1,tocilizumab,tocilizumab,increased
Antineoplastic And Immunotherapy Treatments,General Health Status,Peer Interaction,7043,7043,7043,7043,33472855,tocilizumab,clinical status,not found,negative,OR,1.54,0.66,3.66,tocilizumab,C1609165,"T116, T121, T129",api,Clinical status,C0449440,T201,api,RCT,1,tocilizumab,tocilizumab,increased
Antineoplastic And Immunotherapy Treatments,Quality Of Life,Peer Interaction,19968,19968,19968,19968,23821759,bevacizumab,survival,decrease,positive,HR,0.52,0.29,0.94,bevacizumab,C0796392,"T116, T121, T129",api,survival aspects,C0220921,T169,api,RCT,1,bevacizumab,bevacizumab,increased
Antineoplastic And Immunotherapy Treatments,Quality Of Life,Peer Interaction,19969,19969,19969,19969,23821759,bevacizumab,survival,not found,negative,HR,1.03,0.84,1.27,bevacizumab,C0796392,"T116, T121, T129",api,survival aspects,C0220921,T169,api,RCT,1,bevacizumab,bevacizumab,increased
Antineoplastic And Immunotherapy Treatments,Quality Of Life,Peer Interaction,28824,28824,28824,28824,16481637,etanercept,asthma-related quality-of-life score,increase,positive,not found,0.85,0.16,1.54,etanercept,C0717758,"T116, T121",api,Perceived quality of life,C0518214,T033,scispacy,RCT,1,etanercept,etanercept,increased
Antineoplastic And Immunotherapy Treatments,Health-Related Quality Of Life,Peer Interaction,28824,28824,28824,28824,16481637,etanercept,asthma-related quality-of-life score,increase,positive,not found,0.85,0.16,1.54,etanercept,C0717758,"T116, T121",api,Perceived quality of life,C0518214,T033,scispacy,RCT,1,etanercept,etanercept,increased
Antineoplastic And Immunotherapy Treatments,Liver Disease,Peer Interaction,80397,80397,80397,80397,23419359,infliximab,drug-induced liver injury,increase,positive,incidence rate,675.0,184.0,718.0,infliximab,C0666743,T116|T121|T129,cohort_kg,Drug-Induced Liver Disease,C0860207,T047,cohort_kg,OS,1,infliximab,infliximab,increased
Antineoplastic And Immunotherapy Treatments,Inflammatory Disorder,Peer Interaction,3684,3684,3684,3684,35961761,secukinumab,disease flare,decrease,positive,HR,0.28,0.13,0.63,secukinumab,C3179547,"T116, T121, T129",api,Autoimmune Diseases,C0004364,T047,api,RCT,1,secukinumab,secukinumab,increased
Antineoplastic And Immunotherapy Treatments,Functional Dependence,Peer Interaction,11550,11550,11550,11550,29545067,natalizumab,sustained disability progression,not found,negative,OR,0.86,0.66,1.13,natalizumab,C1172734,"T116, T121, T129",api,Disability,C0231170,T033,scispacy,RCT,1,natalizumab,natalizumab,increased
Antineoplastic And Immunotherapy Treatments,Functional Dependence,Peer Interaction,28521,28521,28521,28521,16510744,natalizumab,sustained progression of disability,decrease,positive,HR,0.58,0.43,0.77,natalizumab,C1172734,"T116, T121, T129",api,Disability,C0231170,T033,scispacy,RCT,1,natalizumab,natalizumab,increased
Antineoplastic And Immunotherapy Treatments,Medication Use And Adherence,Peer Interaction,115798,115798,115798,115798,29981385,etanercept,adherence,increase,positive,OR,1.77,1.63,1.92,etanercept,C0717758,T116|T121,cohort_kg,Adherence (attribute),C1510802,T169,cohort_kg,OS,1,etanercept,etanercept,increased
Antineoplastic And Immunotherapy Treatments,Medication Use And Adherence,Peer Interaction,115799,115799,115799,115799,29981385,ustekinumab,adherence,increase,positive,OR,2.54,2.24,2.87,ustekinumab,C1608841,T116|T121|T129,cohort_kg,Adherence (attribute),C1510802,T169,cohort_kg,OS,1,ustekinumab,ustekinumab,increased
Antineoplastic And Immunotherapy Treatments,Depression,Peer Interaction,10801,10801,10801,10801,31066887,infliximab,depressive symptoms,not found,negative,RR,1.09,0.8,1.5,infliximab,C0666743,"T116, T121, T129",api,Depressive Symptoms,C0086132,T048,api,RCT,1,infliximab,infliximab,increased
Antineoplastic And Immunotherapy Treatments,Allergic And Hypersensitivity Disorders,Peer Interaction,3684,3684,3684,3684,35961761,secukinumab,disease flare,decrease,positive,HR,0.28,0.13,0.63,secukinumab,C3179547,"T116, T121, T129",api,Autoimmune Diseases,C0004364,T047,api,RCT,1,secukinumab,secukinumab,increased
Antineoplastic And Immunotherapy Treatments,Tuberculosis,Peer Interaction,76952,76952,76952,76952,22523429,etanercept,nontuberculous mycobacterial disease,increase,positive,rate,35.0,1.0,69.0,etanercept,C0717758,T116|T121,cohort_kg,Nontuberculous mycobacterial infections,C5543174,T047,cohort_kg,OS,1,etanercept,etanercept,increased
Antineoplastic And Immunotherapy Treatments,Tuberculosis,Peer Interaction,76953,76953,76953,76953,22523429,etanercept,tuberculosis,increase,positive,rate,17.0,0.0,41.0,etanercept,C0717758,T116|T121,cohort_kg,Tuberculosis,C0041296,T047,cohort_kg,OS,1,etanercept,etanercept,increased
Antineoplastic And Immunotherapy Treatments,Tuberculosis,Peer Interaction,76954,76954,76954,76954,22523429,infliximab,nontuberculous mycobacterial disease,increase,positive,rate,116.0,30.0,203.0,infliximab,C0666743,T116|T121|T129,cohort_kg,Nontuberculous mycobacterial infections,C5543174,T047,cohort_kg,OS,1,infliximab,infliximab,increased
Antineoplastic And Immunotherapy Treatments,Tuberculosis,Peer Interaction,76955,76955,76955,76955,22523429,infliximab,tuberculosis,increase,positive,rate,83.0,10.0,156.0,infliximab,C0666743,T116|T121|T129,cohort_kg,Tuberculosis,C0041296,T047,cohort_kg,OS,1,infliximab,infliximab,increased
Antineoplastic And Immunotherapy Treatments,Tuberculosis,Peer Interaction,114117,114117,114117,114117,24608401,infliximab,tuberculosis,not found,negative,HR,2.7,0.7,10.9,infliximab,C0666743,T116|T121|T129,cohort_kg,Tuberculosis,C0041296,T047,cohort_kg,OS,1,infliximab,infliximab,increased
Antineoplastic And Immunotherapy Treatments,Tuberculosis,Peer Interaction,114118,114118,114118,114118,24608401,etanercept,tuberculosis,not found,negative,HR,1.7,0.6,4.6,etanercept,C0717758,T116|T121,cohort_kg,Tuberculosis,C0041296,T047,cohort_kg,OS,1,etanercept,etanercept,increased
Antineoplastic And Immunotherapy Treatments,Thrombocytopenia And Platelet Disorders,Peer Interaction,30337,30337,30337,30337,15117843,abciximab,thrombocytopenia,increase,positive,OR,4.4,1.7,11.2,abciximab,C0288672,"T116, T121, T129",api,Thrombocytopenia,C0040034,T047,api,RCT,1,abciximab,abciximab,increased
Antineoplastic And Immunotherapy Treatments,Race And Ethnicity,Peer Interaction,25829,25829,25829,25829,19665644,infliximab,good response according to European League Against Rheumatism criteria,increase,positive,RR,1.59,1.1,2.3,infliximab,C0666743,"T116, T121, T129",api,European (ethnic group),C0239307,T098,scispacy,RCT,1,infliximab,infliximab,increased
Antineoplastic And Immunotherapy Treatments,Neuropsychiatric Status,Peer Interaction,7043,7043,7043,7043,33472855,tocilizumab,clinical status,not found,negative,OR,1.54,0.66,3.66,tocilizumab,C1609165,"T116, T121, T129",api,Clinical status,C0449440,T201,api,RCT,1,tocilizumab,tocilizumab,increased
Antineoplastic And Immunotherapy Treatments,Multiple Sclerosis,Peer Interaction,117973,117973,117973,117973,30644981,natalizumab,conversion to secondary progressive multiple sclerosis,decrease,positive,HR,0.61,0.43,0.86,natalizumab,C1172734,T116|T121|T129,cohort_kg,"Multiple Sclerosis, Secondary Progressive",C0751965,T047,cohort_kg,OS,1,natalizumab,natalizumab,increased
Antineoplastic And Immunotherapy Treatments,Immune-Mediated Disease,Peer Interaction,3684,3684,3684,3684,35961761,secukinumab,disease flare,decrease,positive,HR,0.28,0.13,0.63,secukinumab,C3179547,"T116, T121, T129",api,Autoimmune Diseases,C0004364,T047,api,RCT,1,secukinumab,secukinumab,increased
Antineoplastic And Immunotherapy Treatments,Cardiovascular Disease,Peer Interaction,10226,10226,10226,10226,31117810,alirocumab,noncardiovascular death,not found,negative,HR,0.77,0.59,1.01,alirocumab,C3491162,"T116, T121, T129",api,Cardiovascular system,C0007226,T022,scispacy,RCT,1,alirocumab,alirocumab,increased
Antineoplastic And Immunotherapy Treatments,Cardiovascular Disease,Peer Interaction,13789,13789,13789,13789,28927706,evolocumab,cardiovascular outcomes,decrease,positive,HR,0.83,0.75,0.93,evolocumab,C3529352,"T116, T121, T129",api,Cardiovascular system,C0007226,T022,scispacy,RCT,1,evolocumab,evolocumab,increased
Antineoplastic And Immunotherapy Treatments,Cardiovascular Disease,Peer Interaction,13792,13792,13792,13792,28927706,evolocumab,cardiovascular outcomes,decrease,positive,HR,0.87,0.79,0.96,evolocumab,C3529352,"T116, T121, T129",api,Cardiovascular system,C0007226,T022,scispacy,RCT,1,evolocumab,evolocumab,increased
Antineoplastic And Immunotherapy Treatments,Cardiovascular Disease,Peer Interaction,17303,17303,17303,17303,25773607,evolocumab,cardiovascular events,decrease,positive,HR,0.47,0.28,0.78,evolocumab,C3529352,"T116, T121, T129",api,Cardiovascular event,C1320716,T033,api,RCT,1,evolocumab,evolocumab,increased
Antineoplastic And Immunotherapy Treatments,Cardiovascular Disease,Peer Interaction,89133,89133,89133,89133,28245350,tocilizumab,cardiovascular events,not found,negative,HR,0.84,0.56,1.26,tocilizumab,C1609165,T116|T121|T129,cohort_kg,cardiovascular event,C1320716,T033,cohort_kg,OS,1,tocilizumab,tocilizumab,increased
Antineoplastic And Immunotherapy Treatments,Gastrointestinal Disease,Peer Interaction,19044,19044,19044,19044,24637999,bevacizumab,GI adverse events,increase,positive,OR,2.15,1.05,4.4,bevacizumab,C0796392,"T116, T121, T129",api,gastroenterology (field),C0017163,T091,scispacy,RCT,1,bevacizumab,bevacizumab,increased
Antineoplastic And Immunotherapy Treatments,Overall Health Status,Peer Interaction,7043,7043,7043,7043,33472855,tocilizumab,clinical status,not found,negative,OR,1.54,0.66,3.66,tocilizumab,C1609165,"T116, T121, T129",api,Clinical status,C0449440,T201,api,RCT,1,tocilizumab,tocilizumab,increased
Antineoplastic And Immunotherapy Treatments,Malignant Neoplasm,Peer Interaction,89013,89013,89013,89013,28193515,infliximab,malignancy,not found,negative,SIR,1.69,0.46,4.32,infliximab,C0666743,T116|T121|T129,cohort_kg,malignant disease,C0442867,T047,cohort_kg,OS,1,infliximab,infliximab,increased
